"data","localizacao","condutividade","condcamp20c"
2000-03-15 00:00:00.000,"453/394",,245.0
2000-10-02 00:00:00.000,"453/394",,206.0
2001-03-19 00:00:00.000,"453/394",,252.0
2001-09-25 10:30:00.000,"453/394",,235.0
2002-10-28 00:00:00.000,"453/394",,204.0
2003-11-03 00:00:00.000,"453/394",,228.0
2004-04-19 00:00:00.000,"453/394",,214.0
2004-10-25 00:00:00.000,"453/394",,216.0
2006-03-15 00:00:00.000,"453/394",,211.0
2006-10-16 00:00:00.000,"453/394",,216.0
2003-11-03 00:00:00.000,"453/555",,392.0
2004-04-19 00:00:00.000,"453/555",,374.0
2004-10-25 00:00:00.000,"453/555",,600.0
2006-03-15 00:00:00.000,"453/555",,502.0
2006-10-16 00:00:00.000,"453/555",,546.0
2007-03-21 00:00:00.000,"453/555",,550.0
2007-10-24 00:00:00.000,"453/555",,550.0
2014-04-17 00:00:00.000,"454/43",370.0,
2014-10-23 00:00:00.000,"454/43",350.0,
2015-04-16 00:00:00.000,"454/43",240.0,
2000-03-08 00:00:00.000,"454/525",,265.0
2000-09-25 00:00:00.000,"454/525",,227.0
2001-09-19 12:10:00.000,"454/525",,208.0
2002-02-25 11:15:00.000,"454/525",,205.0
2002-09-18 00:00:00.000,"454/525",,231.0
2003-10-27 00:00:00.000,"454/525",,226.0
2004-04-14 00:00:00.000,"454/525",,222.0
2004-10-20 00:00:00.000,"454/525",,222.0
2006-04-17 00:00:00.000,"454/525",,244.0
2006-11-07 00:00:00.000,"454/525",,230.0
2007-04-03 00:00:00.000,"454/525",,230.0
2007-11-07 00:00:00.000,"454/525",,220.0
2014-04-17 00:00:00.000,"454/525",250.0,
2014-10-23 00:00:00.000,"454/525",210.0,
2015-04-16 00:00:00.000,"454/525",233.0,
2015-10-22 00:00:00.000,"454/525",215.0,
2016-04-21 00:00:00.000,"454/525",150.0,
2016-10-20 00:00:00.000,"454/525",147.0,
2017-04-20 00:00:00.000,"454/525",250.0,
2017-10-19 00:00:00.000,"454/525",239.0,
2018-04-19 00:00:00.000,"454/525",230.0,
2018-10-17 00:00:00.000,"454/525",230.0,
2019-04-17 00:00:00.000,"454/525",210.0,
2019-10-24 00:00:00.000,"454/525",230.0,
2020-05-28 00:00:00.000,"454/525",220.0,
2020-10-16 00:00:00.000,"454/525",260.0,
2021-04-22 00:00:00.000,"454/525",250.0,
2021-10-28 00:00:00.000,"454/525",249.0,
2022-04-21 00:00:00.000,"454/525",240.0,
2023-04-20 00:00:00.000,"454/525",234.0,
2023-10-25 00:00:00.000,"454/525",227.0,
2014-04-17 00:00:00.000,"454/800",350.0,
2014-10-23 00:00:00.000,"454/800",300.0,
2015-04-16 00:00:00.000,"454/800",324.0,
2015-10-22 00:00:00.000,"454/800",308.0,
2016-04-21 00:00:00.000,"454/800",193.0,
2016-10-20 00:00:00.000,"454/800",206.0,
2017-04-20 00:00:00.000,"454/800",322.0,
2017-10-19 00:00:00.000,"454/800",314.0,
2018-04-19 00:00:00.000,"454/800",300.0,
2018-10-17 00:00:00.000,"454/800",300.0,
2019-04-17 00:00:00.000,"454/800",300.0,
2019-10-24 00:00:00.000,"454/800",330.0,
2020-10-16 00:00:00.000,"454/800",330.0,
2021-04-22 00:00:00.000,"454/800",330.0,
2021-10-28 00:00:00.000,"454/800",313.0,
2022-04-21 00:00:00.000,"454/800",307.0,
2023-04-20 00:00:00.000,"454/800",308.0,
2023-10-23 00:00:00.000,"454/800",325.0,
2000-03-08 00:00:00.000,"454/802",,553.0
2000-09-25 00:00:00.000,"454/802",,492.0
2001-09-19 12:30:00.000,"454/802",,491.0
2002-02-25 12:20:00.000,"454/802",,479.0
2002-09-18 00:00:00.000,"454/802",,479.0
2003-10-27 00:00:00.000,"454/802",,517.0
2004-10-20 00:00:00.000,"454/802",,499.0
2006-11-07 00:00:00.000,"454/802",,472.0
2007-04-03 00:00:00.000,"454/802",,480.0
2007-11-07 00:00:00.000,"454/802",,480.0
2008-04-01 00:00:00.000,"454/802",,480.0
2014-04-17 00:00:00.000,"454/802",540.0,
2014-10-23 00:00:00.000,"454/802",570.0,
2015-04-16 00:00:00.000,"454/802",359.0,
2015-10-22 00:00:00.000,"454/802",506.0,
2016-04-21 00:00:00.000,"454/802",319.0,
2016-10-20 00:00:00.000,"454/802",343.0,
2017-04-20 00:00:00.000,"454/802",546.0,
2017-10-19 00:00:00.000,"454/802",530.0,
2018-04-19 00:00:00.000,"454/802",480.0,
2018-10-17 00:00:00.000,"454/802",480.0,
2019-04-17 00:00:00.000,"454/802",500.0,
2019-10-24 00:00:00.000,"454/802",550.0,
2020-05-28 00:00:00.000,"454/802",530.0,
2020-10-16 00:00:00.000,"454/802",600.0,
2021-04-22 00:00:00.000,"454/802",590.0,
2021-10-28 00:00:00.000,"454/802",544.0,
2022-04-21 00:00:00.000,"454/802",544.0,
2014-10-23 00:00:00.000,"454/803",570.0,
2015-04-22 00:00:00.000,"454/803",574.0,
2015-10-22 00:00:00.000,"454/803",603.0,
2007-03-22 00:00:00.000,"329/341",,1600.0
2007-09-27 00:00:00.000,"329/341",,1700.0
2008-03-11 00:00:00.000,"329/341",,140.0
2003-05-26 00:00:00.000,"329/6",,587.0
2003-10-13 00:00:00.000,"329/6",,979.0
2004-03-15 00:00:00.000,"329/6",,560.0
2001-10-11 10:30:00.000,"330/186",,260.0
2002-02-25 10:25:00.000,"330/186",,249.0
2002-10-02 00:00:00.000,"330/186",,316.0
2003-10-13 00:00:00.000,"330/186",,384.0
2004-03-10 00:00:00.000,"330/186",,308.0
2004-09-27 00:00:00.000,"330/186",,411.0
2006-03-06 00:00:00.000,"330/186",,235.0
2006-10-02 00:00:00.000,"330/186",,336.0
2007-03-13 00:00:00.000,"330/186",,240.0
2008-03-31 00:00:00.000,"330/186",,260.0
2001-10-11 10:05:00.000,"330/187",,352.0
2002-02-25 10:05:00.000,"330/187",,353.0
2002-10-02 00:00:00.000,"330/187",,460.0
2003-09-29 00:00:00.000,"330/187",,391.0
2004-03-30 00:00:00.000,"330/187",,377.0
2004-09-27 00:00:00.000,"330/187",,517.0
2006-03-06 00:00:00.000,"330/187",,480.0
2006-10-02 00:00:00.000,"330/187",,476.0
2007-03-13 00:00:00.000,"330/187",,460.0
2008-03-31 00:00:00.000,"330/187",,380.0
2008-10-13 00:00:00.000,"330/187",,410.0
2009-05-27 00:00:00.000,"330/187",,440.0
2002-10-23 00:00:00.000,"330/230",,471.0
2003-04-14 00:00:00.000,"330/230",,240.0
2003-10-13 00:00:00.000,"330/230",,210.0
2004-03-10 00:00:00.000,"330/230",,214.0
2006-03-13 00:00:00.000,"330/230",,262.0
2006-09-11 00:00:00.000,"330/230",,227.0
2007-03-26 00:00:00.000,"330/230",,250.0
2008-03-06 00:00:00.000,"330/230",,320.0
2008-10-06 00:00:00.000,"330/230",,200.0
2009-05-28 00:00:00.000,"330/230",,230.0
2009-10-29 00:00:00.000,"330/230",,250.0
2002-11-06 00:00:00.000,"330/231",,363.0
2003-04-14 00:00:00.000,"330/231",,657.0
2003-10-13 00:00:00.000,"330/231",,407.0
2004-10-19 00:00:00.000,"330/231",,479.0
2006-05-15 00:00:00.000,"330/231",,517.0
2006-09-13 00:00:00.000,"330/231",,421.0
2007-03-26 00:00:00.000,"330/231",,630.0
2008-03-06 00:00:00.000,"330/231",,650.0
2008-09-25 00:00:00.000,"330/231",,470.0
2002-10-28 00:00:00.000,"330/232",,1092.0
2003-04-14 00:00:00.000,"330/232",,1132.0
2003-10-13 00:00:00.000,"330/232",,737.0
2004-03-10 00:00:00.000,"330/232",,792.0
2004-10-19 00:00:00.000,"330/232",,865.0
2006-09-11 00:00:00.000,"330/232",,448.0
2007-05-09 00:00:00.000,"330/232",,1100.0
2002-10-28 00:00:00.000,"330/233",,281.0
2003-04-14 00:00:00.000,"330/233",,655.0
2003-10-13 00:00:00.000,"330/233",,746.0
2004-03-15 00:00:00.000,"330/233",,647.0
2004-10-21 00:00:00.000,"330/233",,279.0
2006-03-14 00:00:00.000,"330/233",,719.0
2007-03-22 00:00:00.000,"330/233",,720.0
2007-09-27 00:00:00.000,"330/233",,880.0
2008-03-11 00:00:00.000,"330/233",,910.0
2008-09-30 00:00:00.000,"330/233",,730.0
2009-05-20 00:00:00.000,"330/233",,680.0
2002-10-23 00:00:00.000,"330/234",,438.0
2003-04-14 00:00:00.000,"330/234",,646.0
2003-10-13 00:00:00.000,"330/234",,594.0
2004-03-15 00:00:00.000,"330/234",,605.0
2004-10-20 00:00:00.000,"330/234",,541.0
2006-03-14 00:00:00.000,"330/234",,602.0
2007-03-22 00:00:00.000,"330/234",,650.0
2007-09-27 00:00:00.000,"330/234",,550.0
2008-03-11 00:00:00.000,"330/234",,570.0
2008-09-30 00:00:00.000,"330/234",,560.0
2009-04-13 00:00:00.000,"330/234",,480.0
2002-11-26 00:00:00.000,"330/235",,890.0
2003-05-26 00:00:00.000,"330/235",,643.0
2003-10-13 00:00:00.000,"330/235",,674.0
2004-03-15 00:00:00.000,"330/235",,682.0
2004-10-21 00:00:00.000,"330/235",,324.0
2006-03-14 00:00:00.000,"330/235",,739.0
2007-05-08 00:00:00.000,"330/235",,750.0
2007-09-27 00:00:00.000,"330/235",,840.0
2008-03-11 00:00:00.000,"330/235",,860.0
2008-09-30 00:00:00.000,"330/235",,810.0
2009-05-20 00:00:00.000,"330/235",,680.0
2002-11-19 00:00:00.000,"331/1",,268.0
2003-04-08 00:00:00.000,"331/1",,285.0
2003-10-14 00:00:00.000,"331/1",,238.0
2004-03-16 00:00:00.000,"331/1",,272.0
2004-10-13 00:00:00.000,"331/1",,258.0
2006-03-15 00:00:00.000,"331/1",,338.0
2006-09-13 00:00:00.000,"331/1",,294.0
2007-03-29 00:00:00.000,"331/1",,340.0
2008-03-24 00:00:00.000,"331/1",,330.0
2002-11-19 00:00:00.000,"331/126",,245.0
2003-04-08 00:00:00.000,"331/126",,219.0
2003-10-14 00:00:00.000,"331/126",,222.0
2004-03-16 00:00:00.000,"331/126",,228.0
2006-03-15 00:00:00.000,"331/126",,214.0
2006-09-13 00:00:00.000,"331/126",,193.0
2007-03-29 00:00:00.000,"331/126",,210.0
2008-03-24 00:00:00.000,"331/126",,240.0
2002-11-27 00:00:00.000,"331/127",,329.0
2003-04-08 00:00:00.000,"331/127",,289.0
2003-10-14 00:00:00.000,"331/127",,155.0
2004-07-19 00:00:00.000,"331/127",,317.0
2006-03-15 00:00:00.000,"331/127",,337.0
2008-10-02 00:00:00.000,"331/127",,340.0
2009-05-13 00:00:00.000,"331/127",,270.0
2002-11-04 00:00:00.000,"331/129",,385.0
2003-04-08 00:00:00.000,"331/129",,521.0
2003-10-14 00:00:00.000,"331/129",,454.0
2004-07-19 00:00:00.000,"331/129",,446.0
2004-10-13 00:00:00.000,"331/129",,365.0
2006-05-15 00:00:00.000,"331/129",,669.0
2006-09-13 00:00:00.000,"331/129",,454.0
2008-05-14 00:00:00.000,"331/129",,620.0
2008-10-02 00:00:00.000,"331/129",,660.0
2002-11-04 00:00:00.000,"331/130",,550.0
2004-07-19 00:00:00.000,"331/130",,521.0
2004-10-13 00:00:00.000,"331/130",,494.0
2006-03-15 00:00:00.000,"331/130",,560.0
2006-09-13 00:00:00.000,"331/130",,522.0
2007-03-29 00:00:00.000,"331/130",,610.0
2008-03-24 00:00:00.000,"331/130",,490.0
2008-10-02 00:00:00.000,"331/130",,520.0
2009-10-22 00:00:00.000,"331/130",,490.0
2002-11-04 00:00:00.000,"331/131",,401.0
2003-05-26 00:00:00.000,"331/131",,357.0
2003-10-14 00:00:00.000,"331/131",,389.0
2004-07-19 00:00:00.000,"331/131",,359.0
2004-10-13 00:00:00.000,"331/131",,403.0
2006-03-15 00:00:00.000,"331/131",,516.0
2006-09-13 00:00:00.000,"331/131",,433.0
2007-03-29 00:00:00.000,"331/131",,450.0
2008-10-02 00:00:00.000,"331/131",,490.0
2003-04-08 00:00:00.000,"331/133",,40.5
2003-10-14 00:00:00.000,"331/133",,596.0
2004-10-13 00:00:00.000,"331/133",,610.0
2006-05-15 00:00:00.000,"331/133",,672.0
2006-09-13 00:00:00.000,"331/133",,562.0
2007-03-29 00:00:00.000,"331/133",,710.0
2008-03-24 00:00:00.000,"331/133",,580.0
2008-10-02 00:00:00.000,"331/133",,530.0
2009-10-22 00:00:00.000,"331/133",,490.0
2001-09-10 11:55:00.000,"331/15",,156.0
2002-02-18 13:10:00.000,"331/15",,143.0
2002-09-09 00:00:00.000,"331/15",,147.0
2003-09-16 00:00:00.000,"331/15",,171.0
2004-02-16 00:00:00.000,"331/15",,138.0
2004-09-15 00:00:00.000,"331/15",,117.0
2006-02-20 00:00:00.000,"331/15",,121.0
2006-09-19 00:00:00.000,"331/15",,209.0
2007-10-23 00:00:00.000,"331/15",,320.0
2008-09-24 00:00:00.000,"331/15",,320.0
2003-10-07 00:00:00.000,"341/17",,234.0
2004-03-08 00:00:00.000,"341/17",,195.0
2006-03-08 00:00:00.000,"341/17",,936.0
2006-09-06 00:00:00.000,"341/17",,626.0
2007-03-14 00:00:00.000,"341/17",,700.0
2008-03-10 00:00:00.000,"341/17",,710.0
2008-09-29 00:00:00.000,"341/17",,680.0
2009-06-03 00:00:00.000,"341/17",,210.0
2009-10-28 00:00:00.000,"341/17",,200.0
2002-11-06 00:00:00.000,"341/251",,722.0
2003-04-08 00:00:00.000,"341/251",,761.0
2004-03-10 00:00:00.000,"341/251",,695.0
2004-10-19 00:00:00.000,"341/251",,748.0
2006-03-13 00:00:00.000,"341/251",,923.0
2006-09-11 00:00:00.000,"341/251",,810.0
2007-03-26 00:00:00.000,"341/251",,910.0
2008-03-06 00:00:00.000,"341/251",,940.0
2008-09-25 00:00:00.000,"341/251",,920.0
2002-11-05 00:00:00.000,"341/252",,1008.0
2003-04-08 00:00:00.000,"341/252",,1154.0
2003-10-07 00:00:00.000,"341/252",,1143.0
2004-03-08 00:00:00.000,"341/252",,1070.0
2004-10-18 00:00:00.000,"341/252",,1056.0
2006-05-09 00:00:00.000,"341/252",,1237.0
2007-05-08 00:00:00.000,"341/252",,1200.0
2008-09-29 00:00:00.000,"341/252",,1400.0
2009-05-11 00:00:00.000,"341/252",,1100.0
2009-10-19 00:00:00.000,"341/252",,1100.0
2002-11-26 00:00:00.000,"341/253",,605.0
2003-05-26 00:00:00.000,"341/253",,921.0
2003-10-07 00:00:00.000,"341/253",,836.0
2004-03-08 00:00:00.000,"341/253",,864.0
2004-10-18 00:00:00.000,"341/253",,865.0
2006-05-15 00:00:00.000,"341/253",,990.0
2006-09-06 00:00:00.000,"341/253",,844.0
2008-10-06 00:00:00.000,"341/253",,1000.0
2009-06-03 00:00:00.000,"341/253",,880.0
2009-10-28 00:00:00.000,"341/253",,870.0
2002-11-05 00:00:00.000,"341/254",,742.0
2003-10-07 00:00:00.000,"341/254",,556.0
2006-03-08 00:00:00.000,"341/254",,229.0
2008-09-29 00:00:00.000,"341/254",,1100.0
2009-06-03 00:00:00.000,"341/254",,1000.0
2009-10-28 00:00:00.000,"341/254",,1000.0
2002-11-05 00:00:00.000,"341/255",,1226.0
2003-05-26 00:00:00.000,"341/255",,1119.0
2003-10-07 00:00:00.000,"341/255",,1016.0
2004-10-18 00:00:00.000,"341/255",,847.0
2006-09-06 00:00:00.000,"341/255",,1364.0
2007-03-14 00:00:00.000,"341/269",,1500.0
2002-10-23 00:00:00.000,"342/113",,1257.0
2003-05-26 00:00:00.000,"342/113",,1035.0
2003-10-13 00:00:00.000,"342/113",,1227.0
2004-03-15 00:00:00.000,"342/113",,1014.0
2004-10-20 00:00:00.000,"342/113",,1015.0
2006-05-09 00:00:00.000,"342/113",,1278.0
2007-03-14 00:00:00.000,"342/113",,1100.0
2007-09-27 00:00:00.000,"342/113",,1500.0
2008-03-11 00:00:00.000,"342/113",,1400.0
2008-09-30 00:00:00.000,"342/113",,1400.0
2002-10-28 00:00:00.000,"342/114",,1233.0
2003-05-26 00:00:00.000,"342/114",,933.0
2006-05-09 00:00:00.000,"342/114",,1712.0
2008-09-30 00:00:00.000,"342/114",,1700.0
2002-11-06 00:00:00.000,"342/115",,550.0
2003-05-26 00:00:00.000,"342/115",,1197.0
2003-10-13 00:00:00.000,"342/115",,1183.0
2004-03-15 00:00:00.000,"342/115",,1170.0
2004-10-20 00:00:00.000,"342/115",,1203.0
2006-03-14 00:00:00.000,"342/115",,1395.0
2007-03-22 00:00:00.000,"342/115",,1500.0
2007-09-27 00:00:00.000,"342/115",,1500.0
2008-03-11 00:00:00.000,"342/115",,1500.0
2008-09-30 00:00:00.000,"342/115",,1500.0
2009-06-03 00:00:00.000,"342/115",,1200.0
2009-10-28 00:00:00.000,"342/115",,1100.0
2002-11-11 00:00:00.000,"353/22",,185.0
2003-04-07 00:00:00.000,"353/22",,355.0
2003-10-06 00:00:00.000,"353/22",,358.0
2004-10-19 00:00:00.000,"353/22",,433.0
2006-03-06 00:00:00.000,"353/22",,540.0
2006-09-04 00:00:00.000,"353/22",,382.0
2007-05-07 00:00:00.000,"353/22",,450.0
2007-09-17 00:00:00.000,"353/22",,450.0
2008-03-06 00:00:00.000,"353/22",,460.0
2008-09-25 00:00:00.000,"353/22",,430.0
2002-11-18 00:00:00.000,"353/362",,721.0
2003-04-07 00:00:00.000,"353/362",,747.0
2003-10-06 00:00:00.000,"353/362",,1098.0
2004-03-08 00:00:00.000,"353/362",,838.0
2004-10-18 00:00:00.000,"353/362",,1177.0
2006-03-08 00:00:00.000,"353/362",,986.0
2006-09-06 00:00:00.000,"353/362",,1188.0
2007-03-14 00:00:00.000,"353/362",,1400.0
2008-09-29 00:00:00.000,"353/362",,810.0
2009-05-11 00:00:00.000,"353/362",,1200.0
2003-10-07 00:00:00.000,"353/363",,714.0
2004-03-08 00:00:00.000,"353/363",,774.0
2004-10-18 00:00:00.000,"353/363",,731.0
2006-03-08 00:00:00.000,"353/363",,924.0
2006-09-06 00:00:00.000,"353/363",,741.0
2007-03-14 00:00:00.000,"353/363",,890.0
2008-03-10 00:00:00.000,"353/363",,940.0
2008-09-29 00:00:00.000,"353/363",,900.0
2003-04-07 00:00:00.000,"353/373",,252.0
2003-10-06 00:00:00.000,"353/373",,445.0
2004-10-11 00:00:00.000,"353/373",,279.0
2006-03-06 00:00:00.000,"353/373",,344.0
2007-09-17 00:00:00.000,"353/373",,350.0
2008-03-06 00:00:00.000,"353/373",,320.0
2008-09-25 00:00:00.000,"353/373",,240.0
2009-05-28 00:00:00.000,"353/373",,190.0
2002-11-11 00:00:00.000,"353/87",,124.0
2003-04-07 00:00:00.000,"353/87",,249.0
2003-10-06 00:00:00.000,"353/87",,242.0
2004-03-01 00:00:00.000,"353/87",,269.0
2004-10-11 00:00:00.000,"353/87",,249.0
2006-03-06 00:00:00.000,"353/87",,312.0
2006-09-04 00:00:00.000,"353/87",,264.0
2007-03-12 00:00:00.000,"353/87",,410.0
2007-09-17 00:00:00.000,"353/87",,300.0
2008-03-06 00:00:00.000,"353/87",,320.0
2008-09-25 00:00:00.000,"353/87",,310.0
2002-11-12 00:00:00.000,"364/259",,585.0
2003-04-07 00:00:00.000,"364/259",,597.0
2003-10-06 00:00:00.000,"364/259",,592.0
2004-03-02 00:00:00.000,"364/259",,558.0
2004-10-12 00:00:00.000,"364/259",,613.0
2006-03-07 00:00:00.000,"364/259",,758.0
2006-09-05 00:00:00.000,"364/259",,635.0
2007-05-07 00:00:00.000,"364/259",,650.0
2008-03-03 00:00:00.000,"364/259",,730.0
2002-11-11 00:00:00.000,"364/260",,556.0
2003-04-07 00:00:00.000,"364/260",,548.0
2003-10-06 00:00:00.000,"364/260",,464.0
2004-03-02 00:00:00.000,"364/260",,491.0
2004-10-12 00:00:00.000,"364/260",,541.0
2006-03-07 00:00:00.000,"364/297",,752.0
2007-03-15 00:00:00.000,"364/297",,810.0
2008-03-03 00:00:00.000,"364/297",,850.0
2002-10-29 00:00:00.000,"365/15",,276.0
2003-10-06 00:00:00.000,"365/15",,305.0
2004-03-01 00:00:00.000,"365/15",,271.0
2004-10-11 00:00:00.000,"365/15",,265.0
2006-03-06 00:00:00.000,"365/15",,308.0
2006-09-04 00:00:00.000,"365/15",,267.0
2007-03-12 00:00:00.000,"365/15",,280.0
2007-09-17 00:00:00.000,"365/15",,280.0
2008-03-06 00:00:00.000,"365/15",,300.0
2008-09-25 00:00:00.000,"365/15",,280.0
2002-10-29 00:00:00.000,"365/470",,272.0
2003-04-07 00:00:00.000,"365/470",,279.0
2003-10-07 00:00:00.000,"365/470",,323.0
2004-10-11 00:00:00.000,"365/470",,336.0
2006-03-06 00:00:00.000,"365/470",,527.0
2006-09-04 00:00:00.000,"365/470",,420.0
2007-03-12 00:00:00.000,"365/470",,360.0
2008-03-26 00:00:00.000,"365/470",,350.0
2009-03-23 00:00:00.000,"365/470",,310.0
2012-11-12 09:15:00.000,"365/470",390.0,
2002-10-29 00:00:00.000,"365/471",,319.0
2003-04-07 00:00:00.000,"365/471",,265.0
2003-10-06 00:00:00.000,"365/471",,332.0
2004-03-01 00:00:00.000,"365/471",,322.0
2004-10-11 00:00:00.000,"365/471",,305.0
2002-11-12 00:00:00.000,"377/262",,430.0
2003-10-06 00:00:00.000,"377/262",,389.0
2004-03-02 00:00:00.000,"377/262",,378.0
2004-10-12 00:00:00.000,"377/262",,414.0
2006-03-07 00:00:00.000,"377/262",,498.0
2006-09-05 00:00:00.000,"377/262",,409.0
2007-03-15 00:00:00.000,"377/262",,490.0
2008-03-03 00:00:00.000,"377/262",,480.0
2002-11-18 00:00:00.000,"377/263",,1094.0
2003-10-06 00:00:00.000,"377/263",,949.0
2006-09-05 00:00:00.000,"377/263",,3130.0
2002-11-12 00:00:00.000,"377/264",,572.0
2003-10-06 00:00:00.000,"377/264",,549.0
2004-03-02 00:00:00.000,"377/264",,716.0
2004-10-12 00:00:00.000,"377/264",,601.0
2006-03-07 00:00:00.000,"377/264",,1176.0
2006-09-05 00:00:00.000,"377/264",,771.0
2007-03-15 00:00:00.000,"377/264",,690.0
2008-03-03 00:00:00.000,"377/264",,660.0
2000-03-27 00:00:00.000,"377/94",,278.0
2000-10-16 00:00:00.000,"377/94",,255.0
2002-04-08 00:00:00.000,"377/94",,276.0
2002-10-14 00:00:00.000,"377/94",,312.0
2003-04-08 00:00:00.000,"377/94",,344.0
2004-04-06 00:00:00.000,"377/94",,247.0
2004-10-11 00:00:00.000,"377/94",,262.0
2006-04-10 00:00:00.000,"377/94",,377.0
2006-10-24 00:00:00.000,"377/94",,326.0
2007-03-20 00:00:00.000,"377/94",,340.0
2007-11-15 00:00:00.000,"377/94",,330.0
2008-04-14 00:00:00.000,"377/94",,320.0
2009-04-27 00:00:00.000,"377/94",,390.0
2009-09-23 00:00:00.000,"377/94",,410.0
2000-03-13 00:00:00.000,"391/244",,376.0
2000-10-02 00:00:00.000,"391/244",,310.0
2001-03-05 00:00:00.000,"391/244",,304.0
2001-10-22 10:20:00.000,"391/244",,315.0
2002-03-04 00:00:00.000,"391/244",,317.0
2002-10-28 00:00:00.000,"391/244",,340.0
2003-03-10 00:00:00.000,"391/244",,344.0
2004-03-01 00:00:00.000,"391/244",,305.0
2004-10-06 00:00:00.000,"391/244",,368.0
2006-03-20 00:00:00.000,"391/244",,343.0
2006-10-11 00:00:00.000,"391/244",,351.0
2007-03-28 00:00:00.000,"391/244",,340.0
2008-04-03 00:00:00.000,"391/244",,400.0
2008-10-20 00:00:00.000,"391/244",,370.0
2009-09-22 00:00:00.000,"391/244",,310.0
2000-03-27 00:00:00.000,"391/33",,975.0
2000-10-16 00:00:00.000,"391/33",,806.0
2001-04-16 14:20:00.000,"391/33",,673.0
2002-04-08 00:00:00.000,"391/33",,582.0
2002-10-14 00:00:00.000,"391/33",,410.0
2003-11-10 00:00:00.000,"391/33",,697.0
2004-04-06 00:00:00.000,"391/33",,692.0
2006-04-10 00:00:00.000,"391/33",,693.0
2006-10-24 00:00:00.000,"391/33",,609.0
2007-03-20 00:00:00.000,"391/33",,360.0
2007-11-15 00:00:00.000,"391/33",,580.0
2008-04-14 00:00:00.000,"391/33",,610.0
2009-09-23 00:00:00.000,"391/33",,520.0
2000-03-13 00:00:00.000,"391/404",,199.0
2000-10-02 00:00:00.000,"391/404",,178.0
2001-03-05 00:00:00.000,"391/404",,267.0
2001-10-22 11:00:00.000,"391/404",,177.0
2002-03-04 00:00:00.000,"391/404",,172.0
2002-10-28 00:00:00.000,"391/404",,200.0
2003-03-10 00:00:00.000,"391/404",,302.0
2004-03-01 00:00:00.000,"391/404",,178.0
2004-10-06 00:00:00.000,"391/404",,217.0
2006-03-20 00:00:00.000,"391/404",,278.0
2006-10-11 00:00:00.000,"391/404",,272.0
2007-03-28 00:00:00.000,"391/404",,360.0
2008-04-03 00:00:00.000,"391/404",,200.0
2008-10-20 00:00:00.000,"391/404",,200.0
2009-09-22 00:00:00.000,"391/404",,240.0
2017-06-01 00:00:00.000,"391/404",273.0,
2017-10-26 00:00:00.000,"391/404",319.0,
2018-06-27 00:00:00.000,"391/404",335.0,
2018-10-11 00:00:00.000,"391/404",294.0,
2019-05-21 00:00:00.000,"391/404",305.0,
2019-10-15 00:00:00.000,"391/404",446.0,
2020-07-16 00:00:00.000,"391/404",361.0,
2020-11-12 00:00:00.000,"391/404",270.0,
2021-05-26 00:00:00.000,"391/404",291.0,
2021-09-29 00:00:00.000,"391/404",261.0,
2022-05-03 00:00:00.000,"391/404",285.0,
2022-09-06 00:00:00.000,"391/404",335.0,
2023-05-09 00:00:00.000,"391/404",309.0,
2005-10-06 00:00:00.000,"391/AG14",,477.0
2006-03-20 00:00:00.000,"391/AG14",,343.0
2007-03-28 00:00:00.000,"391/AG14",,420.0
2008-04-03 00:00:00.000,"391/AG14",,360.0
2008-10-20 00:00:00.000,"391/AG14",,380.0
2009-09-22 00:00:00.000,"391/AG14",,330.0
2000-03-13 00:00:00.000,"404/69",,810.0
2000-10-02 00:00:00.000,"404/69",,743.0
2001-03-05 00:00:00.000,"404/69",,468.0
2002-03-04 00:00:00.000,"404/69",,937.0
2002-10-28 00:00:00.000,"404/69",,443.0
2004-03-01 00:00:00.000,"404/69",,605.0
2004-10-06 00:00:00.000,"404/69",,724.0
2007-03-28 00:00:00.000,"404/69",,1400.0
2007-11-05 00:00:00.000,"404/69",,1000.0
2000-03-13 00:00:00.000,"405/17",,1509.0
2000-10-02 00:00:00.000,"405/17",,1122.0
2001-03-05 00:00:00.000,"405/17",,678.0
2002-10-28 00:00:00.000,"405/17",,1115.0
2003-03-10 00:00:00.000,"405/17",,1053.0
2007-03-28 00:00:00.000,"405/17",,1200.0
2007-11-05 00:00:00.000,"405/17",,900.0
2012-12-17 08:55:00.000,"405/17",1100.0,
2005-10-06 00:00:00.000,"405/AG6",,1203.0
2007-03-28 00:00:00.000,"405/AG6",,930.0
2007-11-05 00:00:00.000,"405/AG6",,870.0
2000-03-13 00:00:00.000,"418/4",,610.0
2000-10-02 00:00:00.000,"418/4",,505.0
2001-03-05 00:00:00.000,"418/4",,158.0
2002-03-04 00:00:00.000,"418/4",,453.0
2002-10-28 00:00:00.000,"418/4",,489.0
2003-03-10 00:00:00.000,"418/4",,552.0
2004-03-01 00:00:00.000,"418/4",,448.0
2007-03-28 00:00:00.000,"418/4",,510.0
2007-11-05 00:00:00.000,"418/4",,480.0
2005-10-06 00:00:00.000,"418/AG49",,707.0
2007-03-28 00:00:00.000,"418/AG49",,620.0
2007-11-05 00:00:00.000,"418/AG49",,660.0
2005-10-06 00:00:00.000,"419/AG3",,733.0
2007-03-28 00:00:00.000,"419/AG3",,640.0
