id,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
177,1979-03-21 00:00:00+00,432/73,19.41,31.59,131160.00,193590.00,51.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
178,1979-03-29 00:00:00+00,404/61,-2.57,5.57,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
179,1979-03-29 00:00:00+00,405/13,0.25,4.75,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
181,1979-04-01 00:00:00+00,420/8,20.62,23.38,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
182,1979-04-01 00:00:00+00,420/12,53.47,6.53,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
185,1979-04-01 00:00:00+00,420/9,20.89,23.11,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
186,1979-04-01 00:00:00+00,432/68,-4.7,13.70,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
187,1979-04-20 00:00:00+00,404/61,-1.9,4.90,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
188,1979-04-27 00:00:00+00,405/13,0.48,4.52,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
189,1979-04-27 00:00:00+00,405/18,-1.38,13.38,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
190,1979-04-27 00:00:00+00,405/7,1.88,2.12,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
191,1979-04-27 00:00:00+00,420/8,20.62,23.38,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
192,1979-05-01 00:00:00+00,432/77,-2.45,54.45,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
193,1979-05-01 00:00:00+00,420/9,20.61,23.39,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
194,1979-05-01 00:00:00+00,432/68,-4.49,13.49,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
196,1979-05-01 00:00:00+00,420/12,53.19,6.81,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
197,1979-05-01 00:00:00+00,420/8,20.88,23.12,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
198,1979-05-03 00:00:00+00,432/73,20.53,30.47,131160.00,193590.00,51.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
200,1979-05-09 00:00:00+00,404/61,-1.9,4.90,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
201,1979-05-29 00:00:00+00,405/11,0.88,9.12,136800.00,219520.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
202,1979-05-29 00:00:00+00,405/12,0.63,4.37,136670.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
203,1979-05-29 00:00:00+00,405/13,0.54,4.46,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
204,1979-05-29 00:00:00+00,405/18,-1.3,13.30,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
205,1979-05-29 00:00:00+00,405/7,1.62,2.38,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
206,1979-05-29 00:00:00+00,420/8,20.88,23.12,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
207,1979-05-30 00:00:00+00,432/73,20.62,30.38,131160.00,193590.00,51.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
209,1979-06-01 00:00:00+00,432/77,-3.49,55.49,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
210,1979-06-01 00:00:00+00,420/9,20.56,23.44,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
211,1979-06-01 00:00:00+00,432/68,-5.53,14.53,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
213,1979-06-01 00:00:00+00,420/12,53.07,6.93,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
214,1979-06-01 00:00:00+00,420/8,20.82,23.18,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
215,1979-06-25 00:00:00+00,404/61,-2.85,5.85,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
216,1979-06-25 00:00:00+00,405/11,0.52,9.48,136800.00,219520.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
217,1979-06-25 00:00:00+00,405/12,-6.93,11.93,136670.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
218,1979-06-25 00:00:00+00,405/13,0.26,4.74,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
219,1979-06-25 00:00:00+00,405/18,-1.48,13.48,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
220,1979-06-25 00:00:00+00,405/7,1.43,2.57,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
221,1979-06-26 00:00:00+00,420/8,20.82,23.18,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
222,1979-06-28 00:00:00+00,392/29,21.05,20.95,152609.00,223430.00,42.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:33.426554+00
224,1979-07-01 00:00:00+00,420/12,52.92,7.08,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
226,1979-07-01 00:00:00+00,420/8,20.82,23.18,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
227,1979-07-01 00:00:00+00,420/9,20.54,23.46,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
228,1979-07-01 00:00:00+00,432/68,-1.28,10.28,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
229,1979-07-01 00:00:00+00,432/77,-12.44,64.44,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
230,1979-07-24 00:00:00+00,405/7,1.33,2.67,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
231,1979-07-24 00:00:00+00,405/18,-1.55,13.55,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
232,1979-07-24 00:00:00+00,405/13,0.11,4.89,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
233,1979-07-24 00:00:00+00,420/8,20.82,23.18,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
234,1979-07-24 00:00:00+00,405/11,0.4,9.60,136800.00,219520.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
235,1979-07-24 00:00:00+00,404/61,-4.01,7.01,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
236,1979-07-24 00:00:00+00,405/12,-7.03,12.03,136670.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
237,1979-07-24 00:00:00+00,404/62,1.88,0.12,133890.00,217840.00,2.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
238,1979-07-25 00:00:00+00,432/73,20.86,30.14,131160.00,193590.00,51.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
240,1979-08-01 00:00:00+00,432/68,-4.65,13.65,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
241,1979-08-01 00:00:00+00,420/9,20.52,23.48,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
242,1979-08-01 00:00:00+00,432/77,-12.73,64.73,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
244,1979-08-01 00:00:00+00,420/12,52.7,7.30,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
245,1979-08-01 00:00:00+00,420/8,20.82,23.18,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
246,1979-08-08 00:00:00+00,404/61,-4.68,7.68,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
247,1979-08-08 00:00:00+00,404/62,1.23,0.77,133890.00,217840.00,2.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
248,1979-08-08 00:00:00+00,405/11,0.48,9.52,136800.00,219520.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
249,1979-08-08 00:00:00+00,405/12,0.09,4.91,136670.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
250,1979-08-08 00:00:00+00,405/13,0.1,4.90,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
251,1979-08-08 00:00:00+00,405/18,-1.64,13.64,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
252,1979-08-08 00:00:00+00,405/7,1.26,2.74,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
253,1979-08-09 00:00:00+00,420/8,20.82,23.18,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
254,1979-08-09 00:00:00+00,432/73,20.9,30.10,131160.00,193590.00,51.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
256,1979-09-01 00:00:00+00,420/12,52.58,7.42,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
258,1979-09-01 00:00:00+00,420/8,20.58,23.42,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
259,1979-09-01 00:00:00+00,420/9,20.13,23.87,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
260,1979-09-01 00:00:00+00,432/68,-1.27,10.27,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
261,1979-09-01 00:00:00+00,432/77,-12.89,64.89,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
262,1979-09-10 00:00:00+00,392/29,22.64,19.36,152609.00,223430.00,42.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:33.426554+00
264,1979-09-26 00:00:00+00,420/8,20.54,23.46,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
265,1979-09-27 00:00:00+00,405/7,1.09,2.91,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
266,1979-09-27 00:00:00+00,405/18,-1.76,13.76,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
267,1979-09-27 00:00:00+00,405/13,-0.46,5.46,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
268,1979-09-27 00:00:00+00,404/62,0.06,1.94,133890.00,217840.00,2.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
269,1979-09-27 00:00:00+00,405/11,0.1,9.90,136800.00,219520.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
270,1979-09-27 00:00:00+00,405/12,-1.54,6.54,136670.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
271,1979-09-29 00:00:00+00,404/61,-6.76,9.76,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
272,1979-10-01 00:00:00+00,420/9,20.23,23.77,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
273,1979-10-01 00:00:00+00,432/68,-0.09,9.09,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
274,1979-10-01 00:00:00+00,432/77,-4.52,56.52,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
277,1979-10-01 00:00:00+00,420/8,20.7,23.30,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
278,1979-10-01 00:00:00+00,420/12,52.58,7.42,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
279,1979-10-11 00:00:00+00,405/51,14.85,17.15,148770.00,218350.00,32.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:33.426554+00
280,1979-10-16 00:00:00+00,420/8,20.7,23.30,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
281,1979-10-19 00:00:00+00,405/7,1.27,2.73,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
282,1979-10-19 00:00:00+00,405/13,-0.26,5.26,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
283,1979-10-19 00:00:00+00,405/18,-0.93,12.93,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
284,1979-10-19 00:00:00+00,404/62,-0.15,2.15,133890.00,217840.00,2.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
285,1979-10-19 00:00:00+00,404/61,-6.78,9.78,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
286,1979-10-19 00:00:00+00,405/12,-7.32,12.32,136670.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
288,1979-10-29 00:00:00+00,405/11,0.23,9.77,136800.00,219520.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
291,1979-12-01 00:00:00+00,420/8,20.62,23.38,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
292,1979-12-01 00:00:00+00,432/68,-5.07,14.07,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
293,1979-12-01 00:00:00+00,420/9,20.36,23.64,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
294,1979-12-01 00:00:00+00,432/77,-1.46,53.46,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
297,1979-12-01 00:00:00+00,420/12,52.76,7.24,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
298,1979-12-01 00:00:00+00,405/52,27.2,2.80,148760.00,218110.00,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:33.426554+00
300,1979-12-06 00:00:00+00,405/7,1.35,2.65,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
301,1979-12-06 00:00:00+00,405/13,-0.54,5.54,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
302,1979-12-06 00:00:00+00,405/12,-2.12,7.12,136670.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
303,1979-12-06 00:00:00+00,405/18,-1.66,13.66,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
304,1979-12-06 00:00:00+00,404/62,0.69,1.31,133890.00,217840.00,2.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
305,1979-12-06 00:00:00+00,404/61,-6.18,9.18,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
306,1979-12-06 00:00:00+00,405/11,0.35,9.65,136800.00,219520.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
307,1979-12-07 00:00:00+00,420/8,20.62,23.38,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
308,1979-12-17 00:00:00+00,405/51,14.7,17.30,148770.00,218350.00,32.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:33.426554+00
309,1979-12-18 00:00:00+00,392/29,24.87,17.13,152609.00,223430.00,42.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:33.426554+00
311,1980-01-01 00:00:00+00,420/9,20.46,23.54,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
312,1980-01-01 00:00:00+00,432/77,-10.04,62.04,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
313,1980-01-01 00:00:00+00,432/68,-0.51,9.51,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
314,1980-01-01 00:00:00+00,420/8,20.77,23.23,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
315,1980-01-01 00:00:00+00,420/12,52.65,7.35,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
317,1980-01-01 00:00:00+00,405/52,26.94,3.06,148760.00,218110.00,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:33.426554+00
320,1980-01-11 00:00:00+00,392/29,26.56,15.44,152609.00,223430.00,42.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:33.426554+00
321,1980-01-22 00:00:00+00,405/7,1.41,2.59,136750.00,219620.00,4.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
322,1980-01-22 00:00:00+00,405/18,-0.47,12.47,136850.00,219450.00,12.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
323,1980-01-22 00:00:00+00,405/13,-0.22,5.22,136790.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
324,1980-01-22 00:00:00+00,405/51,14.72,17.28,148770.00,218350.00,32.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:33.426554+00
325,1980-01-22 00:00:00+00,405/11,0.49,9.51,136800.00,219520.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
326,1980-01-22 00:00:00+00,404/62,-0.73,2.73,133890.00,217840.00,2.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
327,1980-01-22 00:00:00+00,404/61,-7.17,10.17,133940.00,217820.00,3.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:33.426554+00
328,1980-01-22 00:00:00+00,405/12,-1.14,6.14,136670.00,219600.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
329,1980-01-24 00:00:00+00,404/51,-2.63,7.63,135010.00,214800.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
330,1980-01-24 00:00:00+00,404/53,4.88,0.12,134950.00,210460.00,5.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:33.426554+00
331,1980-01-29 00:00:00+00,432/73,21.18,29.82,131160.00,193590.00,51.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
333,1980-02-01 00:00:00+00,432/68,-4.91,13.91,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:33.426554+00
334,1980-02-01 00:00:00+00,432/77,-2.05,54.05,131190.00,193570.00,52.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA,2025-07-17 14:16:33.426554+00
336,1980-02-01 00:00:00+00,420/9,20.46,23.54,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
339,1980-02-01 00:00:00+00,420/12,52.57,7.43,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:33.426554+00
340,1980-02-01 00:00:00+00,405/52,26.74,3.26,148760.00,218110.00,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:33.426554+00
